name,sub_type,type,job,cls,rank,base_atk,min_atk,max_atk,base_matk,min_matk,max_matk,base_def,min_def,max_def
"Pensalir","","Shoes","Warrior","Warrior","Rare","0","0.00","0.00","0","0.00","0.00","58","52.20","63.80"
"Pensalir","","Shoes","Warrior","Warrior","Epic","0","0.00","0.00","0","0.00","0.00","153","137.70","168.30"
"Pensalir","","Shoes","Warrior","Warrior","Unique","0","0.00","0.00","0","0.00","0.00","306","275.40","336.60"
"Pensalir","","Shoes","Warrior","Warrior","Legendary","0","0.00","0.00","0","0.00","0.00","545","490.50","599.50"
"Pensalir","","Shoes","Warrior","Warrior","Mythic","0","0.00","0.00","0","0.00","0.00","986","887.40","1,084.60"
"Agares","","Outfit","Warrior","Warrior","Normal","0","0.00","0.00","0","0.00","0.00","24","21.60","26.40"
"Agares","","Outfit","Warrior","Warrior","Rare","0","0.00","0.00","0","0.00","0.00","95","85.50","104.50"
"Agares","","Outfit","Warrior","Warrior","Epic","0","0.00","0.00","0","0.00","0.00","254","228.60","279.40"
"Agares","","Outfit","Warrior","Warrior","Unique","0","0.00","0.00","0","0.00","0.00","508","457.20","558.80"
"Agares","","Outfit","Warrior","Warrior","Legendary","0","0.00","0.00","0","0.00","0.00","907","816.30","997.70"
"Agares","","Outfit","Warrior","Warrior","Mythic","0","0.00","0.00","0","0.00","0.00","1,643","1,478.70","1,807.30"
"Eclectic","","Outfit","Warrior","Warrior","Normal","0","0.00","0.00","0","0.00","0.00","24","21.60","26.40"
"Eclectic","","Outfit","Warrior","Warrior","Rare","0","0.00","0.00","0","0.00","0.00","95","85.50","104.50"
"Eclectic","","Outfit","Warrior","Warrior","Epic","0","0.00","0.00","0","0.00","0.00","254","228.60","279.40"
"Eclectic","","Outfit","Warrior","Warrior","Unique","0","0.00","0.00","0","0.00","0.00","508","457.20","558.80"
"Eclectic","","Outfit","Warrior","Warrior","Legendary","0","0.00","0.00","0","0.00","0.00","907","816.30","997.70"
"Eclectic","","Outfit","Warrior","Warrior","Mythic","0","0.00","0.00","0","0.00","0.00","1,643","1,478.70","1,807.30"
"Muspell","","Outfit","Warrior","Warrior","Normal","0","0.00","0.00","0","0.00","0.00","24","21.60","26.40"
"Muspell","","Outfit","Warrior","Warrior","Rare","0","0.00","0.00","0","0.00","0.00","95","85.50","104.50"
"Muspell","","Outfit","Warrior","Warrior","Epic","0","0.00","0.00","0","0.00","0.00","254","228.60","279.40"
"Muspell","","Outfit","Warrior","Warrior","Unique","0","0.00","0.00","0","0.00","0.00","508","457.20","558.80"
"Muspell","","Outfit","Warrior","Warrior","Legendary","0","0.00","0.00","0","0.00","0.00","907","816.30","997.70"
"Muspell","","Outfit","Warrior","Warrior","Mythic","0","0.00","0.00","0","0.00","0.00","1,643","1,478.70","1,807.30"
"Pensalir","","Outfit","Warrior","Warrior","Normal","0","0.00","0.00","0","0.00","0.00","24","21.60","26.40"
"Pensalir","","Outfit","Warrior","Warrior","Rare","0","0.00","0.00","0","0.00","0.00","95","85.50","104.50"
"Pensalir","","Outfit","Warrior","Warrior","Epic","0","0.00","0.00","0","0.00","0.00","254","228.60","279.40"
"Pensalir","","Outfit","Warrior","Warrior","Unique","0","0.00","0.00","0","0.00","0.00","508","457.20","558.80"
"Pensalir","","Outfit","Warrior","Warrior","Legendary","0","0.00","0.00","0","0.00","0.00","907","816.30","997.70"
"Pensalir","","Outfit","Warrior","Warrior","Mythic","0","0.00","0.00","0","0.00","0.00","1,643","1,478.70","1,807.30"
"Agares","","Hat","Warrior","Warrior","Normal","0","0.00","0.00","0","0.00","0.00","11","9.90","12.10"
"Agares","","Hat","Warrior","Warrior","Rare","0","0.00","0.00","0","0.00","0.00","39","35.10","42.90"
"Agares","","Hat","Warrior","Warrior","Epic","0","0.00","0.00","0","0.00","0.00","103","92.70","113.30"
"Agares","","Hat","Warrior","Warrior","Unique","0","0.00","0.00","0","0.00","0.00","205","184.50","225.50"
"Agares","","Hat","Warrior","Warrior","Legendary","0","0.00","0.00","0","0.00","0.00","364","327.60","400.40"
"Agares","","Hat","Warrior","Warrior","Mythic","0","0.00","0.00","0","0.00","0.00","658","592.20","723.80"
"Eclectic","","Hat","Warrior","Warrior","Normal","0","0.00","0.00","0","0.00","0.00","11","9.90","12.10"
"Eclectic","","Hat","Warrior","Warrior","Rare","0","0.00","0.00","0","0.00","0.00","39","35.10","42.90"
"Eclectic","","Hat","Warrior","Warrior","Epic","0","0.00","0.00","0","0.00","0.00","103","92.70","113.30"
"Eclectic","","Hat","Warrior","Warrior","Unique","0","0.00","0.00","0","0.00","0.00","205","184.50","225.50"
"Eclectic","","Hat","Warrior","Warrior","Legendary","0","0.00","0.00","0","0.00","0.00","364","327.60","400.40"
"Eclectic","","Hat","Warrior","Warrior","Mythic","0","0.00","0.00","0","0.00","0.00","658","592.20","723.80"
"Muspell","","Hat","Warrior","Warrior","Normal","0","0.00","0.00","0","0.00","0.00","11","9.90","12.10"
"Muspell","","Hat","Warrior","Warrior","Rare","0","0.00","0.00","0","0.00","0.00","39","35.10","42.90"
"Muspell","","Hat","Warrior","Warrior","Epic","0","0.00","0.00","0","0.00","0.00","103","92.70","113.30"
"Muspell","","Hat","Warrior","Warrior","Unique","0","0.00","0.00","0","0.00","0.00","205","184.50","225.50"
"Muspell","","Hat","Warrior","Warrior","Legendary","0","0.00","0.00","0","0.00","0.00","364","327.60","400.40"
"Muspell","","Hat","Warrior","Warrior","Mythic","0","0.00","0.00","0","0.00","0.00","658","592.20","723.80"
"Pensalir","","Hat","Warrior","Warrior","Normal","0","0.00","0.00","0","0.00","0.00","11","9.90","12.10"
"Pensalir","","Hat","Warrior","Warrior","Rare","0","0.00","0.00","0","0.00","0.00","39","35.10","42.90"
"Pensalir","","Hat","Warrior","Warrior","Epic","0","0.00","0.00","0","0.00","0.00","103","92.70","113.30"
"Pensalir","","Hat","Warrior","Warrior","Unique","0","0.00","0.00","0","0.00","0.00","205","184.50","225.50"
"Pensalir","","Hat","Warrior","Warrior","Legendary","0","0.00","0.00","0","0.00","0.00","364","327.60","400.40"
"Pensalir","","Hat","Warrior","Warrior","Mythic","0","0.00","0.00","0","0.00","0.00","658","592.20","723.80"
"Agares","","Gloves","Warrior","Warrior","Normal","0","0.00","0.00","0","0.00","0.00","16","14.40","17.60"
"Agares","","Gloves","Warrior","Warrior","Rare","0","0.00","0.00","0","0.00","0.00","58","52.20","63.80"
"Agares","","Gloves","Warrior","Warrior","Epic","0","0.00","0.00","0","0.00","0.00","153","137.70","168.30"
"Agares","","Gloves","Warrior","Warrior","Unique","0","0.00","0.00","0","0.00","0.00","306","275.40","336.60"
"Agares","","Gloves","Warrior","Warrior","Legendary","0","0.00","0.00","0","0.00","0.00","545","490.50","599.50"
"Agares","","Gloves","Warrior","Warrior","Mythic","0","0.00","0.00","0","0.00","0.00","986","887.40","1,084.60"
"Eclectic","","Gloves","Warrior","Warrior","Normal","0","0.00","0.00","0","0.00","0.00","16","14.40","17.60"
"Eclectic","","Gloves","Warrior","Warrior","Rare","0","0.00","0.00","0","0.00","0.00","58","52.20","63.80"
"Eclectic","","Gloves","Warrior","Warrior","Epic","0","0.00","0.00","0","0.00","0.00","153","137.70","168.30"
"Eclectic","","Gloves","Warrior","Warrior","Unique","0","0.00","0.00","0","0.00","0.00","306","275.40","336.60"
"Eclectic","","Gloves","Warrior","Warrior","Legendary","0","0.00","0.00","0","0.00","0.00","545","490.50","599.50"
"Eclectic","","Gloves","Warrior","Warrior","Mythic","0","0.00","0.00","0","0.00","0.00","986","887.40","1,084.60"
"Muspell","","Gloves","Warrior","Warrior","Normal","0","0.00","0.00","0","0.00","0.00","16","14.40","17.60"
"Muspell","","Gloves","Warrior","Warrior","Rare","0","0.00","0.00","0","0.00","0.00","58","52.20","63.80"
"Muspell","","Gloves","Warrior","Warrior","Epic","0","0.00","0.00","0","0.00","0.00","153","137.70","168.30"
"Muspell","","Gloves","Warrior","Warrior","Unique","0","0.00","0.00","0","0.00","0.00","306","275.40","336.60"
"Muspell","","Gloves","Warrior","Warrior","Legendary","0","0.00","0.00","0","0.00","0.00","545","490.50","599.50"
"Muspell","","Gloves","Warrior","Warrior","Mythic","0","0.00","0.00","0","0.00","0.00","986","887.40","1,084.60"
"Pensalir","","Gloves","Warrior","Warrior","Normal","0","0.00","0.00","0","0.00","0.00","16","14.40","17.60"
"Pensalir","","Gloves","Warrior","Warrior","Rare","0","0.00","0.00","0","0.00","0.00","58","52.20","63.80"
"Pensalir","","Gloves","Warrior","Warrior","Epic","0","0.00","0.00","0","0.00","0.00","153","137.70","168.30"
"Pensalir","","Gloves","Warrior","Warrior","Unique","0","0.00","0.00","0","0.00","0.00","306","275.40","336.60"
"Pensalir","","Gloves","Warrior","Warrior","Legendary","0","0.00","0.00","0","0.00","0.00","545","490.50","599.50"
"Pensalir","","Gloves","Warrior","Warrior","Mythic","0","0.00","0.00","0","0.00","0.00","986","887.40","1,084.60"
"Briser","Claw","Weapon","Thief","Thief","Normal","26","23.40","28.60","0","0.00","0.00","0","0.00","0.00"
"Briser","Claw","Weapon","Thief","Thief","Rare","202","181.80","222.20","0","0.00","0.00","0","0.00","0.00"
"Briser","Claw","Weapon","Thief","Thief","Epic","593","533.70","652.30","0","0.00","0.00","0","0.00","0.00"
"Briser","Claw","Weapon","Thief","Thief","Unique","1,198","1,078.20","1,317.80","0","0.00","0.00","0","0.00","0.00"
"Briser","Claw","Weapon","Thief","Thief","Legendary","2,074","1,866.60","2,281.40","0","0.00","0.00","0","0.00","0.00"
"Briser","Claw","Weapon","Thief","Thief","Mythic","3,445","3,100.50","3,789.50","0","0.00","0.00","0","0.00","0.00"
"Halphas","Claw","Weapon","Thief","Thief","Normal","26","23.40","28.60","0","0.00","0.00","0","0.00","0.00"
"Halphas","Claw","Weapon","Thief","Thief","Rare","202","181.80","222.20","0","0.00","0.00","0","0.00","0.00"
"Halphas","Claw","Weapon","Thief","Thief","Epic","593","533.70","652.30","0","0.00","0.00","0","0.00","0.00"
"Halphas","Claw","Weapon","Thief","Thief","Unique","1,198","1,078.20","1,317.80","0","0.00","0.00","0","0.00","0.00"
"Halphas","Claw","Weapon","Thief","Thief","Legendary","2,074","1,866.60","2,281.40","0","0.00","0.00","0","0.00","0.00"
"Halphas","Claw","Weapon","Thief","Thief","Mythic","3,445","3,100.50","3,789.50","0","0.00","0.00","0","0.00","0.00"
"Jaihin","Claw","Weapon","Thief","Thief","Normal","26","23.40","28.60","0","0.00","0.00","0","0.00","0.00"
"Jaihin","Claw","Weapon","Thief","Thief","Rare","202","181.80","222.20","0","0.00","0.00","0","0.00","0.00"
"Jaihin","Claw","Weapon","Thief","Thief","Epic","593","533.70","652.30","0","0.00","0.00","0","0.00","0.00"
"Jaihin","Claw","Weapon","Thief","Thief","Unique","1,198","1,078.20","1,317.80","0","0.00","0.00","0","0.00","0.00"
"Jaihin","Claw","Weapon","Thief","Thief","Legendary","2,074","1,866.60","2,281.40","0","0.00","0.00","0","0.00","0.00"
"Jaihin","Claw","Weapon","Thief","Thief","Mythic","3,445","3,100.50","3,789.50","0","0.00","0.00","0","0.00","0.00"
"Utgard","Claw","Weapon","Thief","Thief","Normal","26","23.40","28.60","0","0.00","0.00","0","0.00","0.00"
"Utgard","Claw","Weapon","Thief","Thief","Rare","202","181.80","222.20","0","0.00","0.00","0","0.00","0.00"
"Utgard","Claw","Weapon","Thief","Thief","Epic","593","533.70","652.30","0","0.00","0.00","0","0.00","0.00"
"Utgard","Claw","Weapon","Thief","Thief","Unique","1,198","1,078.20","1,317.80","0","0.00","0.00","0","0.00","0.00"
"Utgard","Claw","Weapon","Thief","Thief","Legendary","2,074","1,866.60","2,281.40","0","0.00","0.00","0","0.00","0.00"
"Utgard","Claw","Weapon","Thief","Thief","Mythic","3,445","3,100.50","3,789.50","0","0.00","0.00","0","0.00","0.00"
"Eclectic","","Shoes","Thief","Thief","Normal","0","0.00","0.00","0","0.00","0.00","14","12.60","15.40"
"Eclectic","","Shoes","Thief","Thief","Rare","0","0.00","0.00","0","0.00","0.00","56","50.40","61.60"
"Eclectic","","Shoes","Thief","Thief","Epic","0","0.00","0.00","0","0.00","0.00","151","135.90","166.10"
"Eclectic","","Shoes","Thief","Thief","Unique","0","0.00","0.00","0","0.00","0.00","304","273.60","334.40"
"Eclectic","","Shoes","Thief","Thief","Legendary","0","0.00","0.00","0","0.00","0.00","543","488.70","597.30"
"Eclectic","","Shoes","Thief","Thief","Mythic","0","0.00","0.00","0","0.00","0.00","984","885.60","1,082.40"
"Halphas","","Shoes","Thief","Thief","Normal","0","0.00","0.00","0","0.00","0.00","14","12.60","15.40"
"Halphas","","Shoes","Thief","Thief","Rare","0","0.00","0.00","0","0.00","0.00","56","50.40","61.60"
"Halphas","","Shoes","Thief","Thief","Epic","0","0.00","0.00","0","0.00","0.00","151","135.90","166.10"
"Halphas","","Shoes","Thief","Thief","Unique","0","0.00","0.00","0","0.00","0.00","304","273.60","334.40"
"Halphas","","Shoes","Thief","Thief","Legendary","0","0.00","0.00","0","0.00","0.00","543","488.70","597.30"
"Halphas","","Shoes","Thief","Thief","Mythic","0","0.00","0.00","0","0.00","0.00","984","885.60","1,082.40"
"Muspell","","Shoes","Thief","Thief","Normal","0","0.00","0.00","0","0.00","0.00","14","12.60","15.40"
"Muspell","","Shoes","Thief","Thief","Rare","0","0.00","0.00","0","0.00","0.00","56","50.40","61.60"
"Muspell","","Shoes","Thief","Thief","Epic","0","0.00","0.00","0","0.00","0.00","151","135.90","166.10"
"Muspell","","Shoes","Thief","Thief","Unique","0","0.00","0.00","0","0.00","0.00","304","273.60","334.40"
"Muspell","","Shoes","Thief","Thief","Legendary","0","0.00","0.00","0","0.00","0.00","543","488.70","597.30"
"Muspell","","Shoes","Thief","Thief","Mythic","0","0.00","0.00","0","0.00","0.00","984","885.60","1,082.40"
"Pensalir","","Shoes","Thief","Thief","Normal","0","0.00","0.00","0","0.00","0.00","14","12.60","15.40"
"Pensalir","","Shoes","Thief","Thief","Rare","0","0.00","0.00","0","0.00","0.00","56","50.40","61.60"
"Pensalir","","Shoes","Thief","Thief","Epic","0","0.00","0.00","0","0.00","0.00","151","135.90","166.10"
"Pensalir","","Shoes","Thief","Thief","Unique","0","0.00","0.00","0","0.00","0.00","304","273.60","334.40"
"Pensalir","","Shoes","Thief","Thief","Legendary","0","0.00","0.00","0","0.00","0.00","543","488.70","597.30"
"Pensalir","","Shoes","Thief","Thief","Mythic","0","0.00","0.00","0","0.00","0.00","984","885.60","1,082.40"
"Eclectic","","Outfit","Thief","Thief","Normal","0","0.00","0.00","0","0.00","0.00","22","19.80","24.20"
"Eclectic","","Outfit","Thief","Thief","Rare","0","0.00","0.00","0","0.00","0.00","93","83.70","102.30"
"Eclectic","","Outfit","Thief","Thief","Epic","0","0.00","0.00","0","0.00","0.00","252","226.80","277.20"
"Eclectic","","Outfit","Thief","Thief","Unique","0","0.00","0.00","0","0.00","0.00","506","455.40","556.60"
"Eclectic","","Outfit","Thief","Thief","Legendary","0","0.00","0.00","0","0.00","0.00","905","814.50","995.50"
"Eclectic","","Outfit","Thief","Thief","Mythic","0","0.00","0.00","0","0.00","0.00","1,640","1,476.00","1,804.00"
"Halphas","","Outfit","Thief","Thief","Normal","0","0.00","0.00","0","0.00","0.00","22","19.80","24.20"
"Halphas","","Outfit","Thief","Thief","Rare","0","0.00","0.00","0","0.00","0.00","93","83.70","102.30"
"Halphas","","Outfit","Thief","Thief","Epic","0","0.00","0.00","0","0.00","0.00","252","226.80","277.20"
"Halphas","","Outfit","Thief","Thief","Unique","0","0.00","0.00","0","0.00","0.00","506","455.40","556.60"
"Halphas","","Outfit","Thief","Thief","Legendary","0","0.00","0.00","0","0.00","0.00","905","814.50","995.50"
"Halphas","","Outfit","Thief","Thief","Mythic","0","0.00","0.00","0","0.00","0.00","1,640","1,476.00","1,804.00"
"Muspell","","Outfit","Thief","Thief","Normal","0","0.00","0.00","0","0.00","0.00","22","19.80","24.20"
"Muspell","","Outfit","Thief","Thief","Rare","0","0.00","0.00","0","0.00","0.00","93","83.70","102.30"
"Muspell","","Outfit","Thief","Thief","Epic","0","0.00","0.00","0","0.00","0.00","252","226.80","277.20"
"Muspell","","Outfit","Thief","Thief","Unique","0","0.00","0.00","0","0.00","0.00","506","455.40","556.60"
